0.6428 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice', 'PTB', 'pyo', 'pygame'] (in that order).
4.1013 	WARNING 	User requested fullscreen with size [2048 1280], but screen is actually [1920, 1080]. Using actual size
4.8182 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, autoLog=True, backendConf=UNKNOWN, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([1, 1, 1]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x7f80e96a0860>, gamma=None, gammaErrorPolicy='raise', lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x7f80ca76d1d0>, multiSample=False, name='window1', numSamples=2, pos=[0.0, 0.0], screen=0, size=array([1920, 1080]), stencilBits=0, stereo=False, units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
4.8184 	EXP 	window1: mouseVisible = True
4.8184 	EXP 	window1: recordFrameIntervals = False
4.9841 	EXP 	window1: recordFrameIntervals = True
5.1678 	EXP 	window1: recordFrameIntervals = False
7.0585 	EXP 	Created textWelcome = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([-1., -1., -1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.04, italic=False, languageStyle='LTR', name='textWelcome', opacity=1, ori=0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
7.0586 	EXP 	window1: mouseVisible = True
7.0790 	EXP 	Created text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='text', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
7.0849 	EXP 	Created pic_cue = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='pic_cue', opacity=1, ori=0.0, pos=array([0. , 0.1]), size=array([0.39, 0.5 ]), texRes=128, units='height', win=Window(...))
7.0889 	EXP 	Created pic_left = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='pic_left', opacity=1, ori=0.0, pos=array([-0.2, -0.3]), size=array([0.2, 0.2]), texRes=128, units='height', win=Window(...))
7.0937 	EXP 	Created pic_right = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-2.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='pic_right', opacity=1, ori=0.0, pos=array([ 0.2, -0.3]), size=array([0.2, 0.2]), texRes=128, units='height', win=Window(...))
7.0938 	EXP 	window1: mouseVisible = True
7.0950 	EXP 	Created textFeedback = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='textFeedback', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
7.0963 	EXP 	Created text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='text', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
7.1108 	EXP 	Created textGoodbye = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([-1., -1., -1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.04, italic=False, languageStyle='LTR', name='textGoodbye', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='Thank you for participating', units='height', win=Window(...), wrapWidth=1)
7.1109 	EXP 	window1: mouseVisible = True
7.1292 	EXP 	textWelcome: text = 'Welcome to the experiment\n\nCLICK to see the instructions'
7.1292 	EXP 	textWelcome: autoDraw = True
8.5840 	DATA 	Mouse: Left button down, pos=(625,1021)
8.6035 	EXP 	Imported condition.xlsx as conditions, 20 conditions, 7 params
8.6042 	EXP 	Created sequence: sequential, trialTypes=20, nReps=1, seed=None
8.6046 	EXP 	New trial (rep=0, index=0): {'cue': 'images/m1.jpg', 'stim_left': 'images/round.jpg', 'stim_right': 'images/squared.jpg', 'feedback': ['pic_right'], 'correct': ['pic_right'], 'is_valid': 'valid', 'trial_all': 1}
8.6074 	EXP 	textWelcome: autoDraw = False
8.6074 	EXP 	text: autoDraw = True
8.7039 	DATA 	Mouse:  Left button up, pos=(625,1021)
9.1494 	EXP 	text: autoDraw = False
9.1494 	EXP 	pic_cue: image = 'images/m1.jpg'
9.1494 	EXP 	pic_left: image = 'images/round.jpg'
9.1494 	EXP 	pic_right: image = 'images/squared.jpg'
9.1494 	EXP 	pic_cue: autoDraw = True
9.1494 	EXP 	pic_left: autoDraw = True
9.1494 	EXP 	pic_right: autoDraw = True
34.1691 	DATA 	Mouse: Left button down, pos=(738,259)
34.1828 	EXP 	pic_cue: autoDraw = False
34.1828 	EXP 	pic_left: autoDraw = False
34.1828 	EXP 	pic_right: autoDraw = False
34.1828 	EXP 	textFeedback: text = '-1'
34.1828 	EXP 	textFeedback: autoDraw = True
34.3036 	DATA 	Mouse:  Left button up, pos=(738,259)
36.1693 	EXP 	New trial (rep=0, index=1): {'cue': 'images/m1.jpg', 'stim_left': 'images/squared.jpg', 'stim_right': 'images/round.jpg', 'feedback': ['pic_left'], 'correct': ['pic_left'], 'is_valid': 'valid', 'trial_all': 2}
36.1828 	EXP 	textFeedback: autoDraw = False
36.1828 	EXP 	textFeedback: autoDraw = False
36.1828 	EXP 	text: autoDraw = True
36.7004 	EXP 	text: autoDraw = False
36.7004 	EXP 	text: autoDraw = False
36.7004 	EXP 	pic_cue: image = 'images/m1.jpg'
36.7004 	EXP 	pic_left: image = 'images/squared.jpg'
36.7004 	EXP 	pic_right: image = 'images/round.jpg'
36.7004 	EXP 	pic_cue: autoDraw = True
36.7004 	EXP 	pic_left: autoDraw = True
36.7004 	EXP 	pic_right: autoDraw = True
47.7193 	DATA 	Mouse: Left button down, pos=(1204,236)
47.7327 	EXP 	pic_cue: autoDraw = False
47.7327 	EXP 	pic_left: autoDraw = False
47.7327 	EXP 	pic_right: autoDraw = False
47.7327 	EXP 	textFeedback: text = '-1'
47.7327 	EXP 	textFeedback: autoDraw = True
47.8539 	DATA 	Mouse:  Left button up, pos=(1204,236)
49.7166 	EXP 	New trial (rep=0, index=2): {'cue': 'images/m1.jpg', 'stim_left': 'images/round.jpg', 'stim_right': 'images/squared.jpg', 'feedback': ['pic_right'], 'correct': ['pic_right'], 'is_valid': 'valid', 'trial_all': 3}
49.7345 	EXP 	textFeedback: autoDraw = False
49.7345 	EXP 	textFeedback: autoDraw = False
49.7345 	EXP 	text: autoDraw = True
50.2474 	EXP 	text: autoDraw = False
50.2474 	EXP 	text: autoDraw = False
50.2474 	EXP 	pic_cue: image = 'images/m1.jpg'
50.2474 	EXP 	pic_left: image = 'images/round.jpg'
50.2474 	EXP 	pic_right: image = 'images/squared.jpg'
50.2474 	EXP 	pic_cue: autoDraw = True
50.2474 	EXP 	pic_left: autoDraw = True
50.2474 	EXP 	pic_right: autoDraw = True
52.0853 	DATA 	Mouse: Left button down, pos=(1223,234)
52.0992 	EXP 	pic_cue: autoDraw = False
52.0992 	EXP 	pic_left: autoDraw = False
52.0992 	EXP 	pic_right: autoDraw = False
52.0992 	EXP 	textFeedback: text = '+1'
52.0992 	EXP 	textFeedback: autoDraw = True
52.2030 	DATA 	Mouse:  Left button up, pos=(1223,234)
54.0855 	EXP 	New trial (rep=0, index=3): {'cue': 'images/m1.jpg', 'stim_left': 'images/squared.jpg', 'stim_right': 'images/round.jpg', 'feedback': ['pic_left'], 'correct': ['pic_left'], 'is_valid': 'valid', 'trial_all': 4}
54.0996 	EXP 	textFeedback: autoDraw = False
54.0996 	EXP 	textFeedback: autoDraw = False
54.0996 	EXP 	text: autoDraw = True
54.6123 	EXP 	text: autoDraw = False
54.6123 	EXP 	text: autoDraw = False
54.6123 	EXP 	pic_cue: image = 'images/m1.jpg'
54.6123 	EXP 	pic_left: image = 'images/squared.jpg'
54.6123 	EXP 	pic_right: image = 'images/round.jpg'
54.6123 	EXP 	pic_cue: autoDraw = True
54.6123 	EXP 	pic_left: autoDraw = True
54.6123 	EXP 	pic_right: autoDraw = True
58.5848 	DATA 	Mouse: Left button down, pos=(745,251)
